address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,parking,heating,basement,attic,green_bldg,age_in_years, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
Bellevue Ave,Pittsburgh,PA,15229,"$126,000.00 ","1,728",4,2,1929,1,1,0,0,0,88,$72.92 ,4,Auction,$100k-$500k,cluster5,Five
128 Webster Dr,Pittsburgh,PA,15235,"$126,000.00 ","1,514",3,3,1925,1,1,0,1,1,92,$83.22 ,3.5,House,$100k-$500k,cluster2,Four
3307 Trautman St,Munhall,PA,15120,"$125,900.00 ","1,220",3,3,1933,0,1,0,1,0,84,$103.20 ,3.1,House,$100k-$500k,cluster1,Three
1456 Old Steubenville Pike,Pittsburgh,PA,15205,"$125,900.00 ","1,482",3,1,1967,1,0,0,0,0,50,$84.95 ,3.3,House,$100k-$500k,cluster3,One
Hemlock Cir,Allison Park,PA,15101,"$125,000.00 ","1,320",2,2,1981,1,1,0,0,0,36,$94.70 ,3.4,Auction,$100k-$500k,cluster5,Five
5379 Willow St,Bethel Park,PA,15102,"$125,000.00 ","2,232",3,1,1911,1,0,1,1,1,106,$56.00 ,4.7,House,$100k-$500k,cluster6,Three
995 Crest Ln,Carnegie,PA,15106,"$125,000.00 ",880,2,1,2009,0,0,1,0,1,8,$142.05 ,4.5,Foreclosure,$100k-$500k,cluster6,Four
2222 Watchfield Dr # 317,South Park,PA,15129,"$125,000.00 ",,,,2011,0,1,0,0,1,6,,3.1,Lot/Land,$100k-$500k,cluster2,Three
2220 Watchfield Dr # 316,South Park,PA,15129,"$125,000.00 ",,,,1911,0,1,1,1,0,106,,3.6,Lot/Land,$100k-$500k,cluster1,Four
912 Franklin St,Mckeesport,PA,15132,"$125,000.00 ",,4,2,1926,1,1,0,0,1,91,,5,House,$100k-$500k,cluster2,Three
Raspberry Dr,Monroeville,PA,15146,"$125,000.00 ","1,680",3,1,2001,0,0,1,0,0,16,$74.40 ,3.7,Auction,$100k-$500k,cluster5,Five
819 Garden City Dr,Monroeville,PA,15146,"$125,000.00 ","1,312",3,2,1923,1,1,1,1,1,94,$95.27 ,1.7,House,$100k-$500k,cluster6,Three
212 Sunflower Ave,Pittsburgh,PA,15202,"$125,000.00 ",850,2,1,1989,1,1,0,1,1,28,$147.06 ,4.1,House,$100k-$500k,cluster2,Three
Jefferson Ave,Pittsburgh,PA,15202,"$125,000.00 ","1,976",3,2,1906,1,0,0,1,1,111,$63.26 ,3.2,Auction,$100k-$500k,cluster5,Four
Chester Ave,Pittsburgh,PA,15202,"$125,000.00 ","1,804",3,2,1932,0,1,1,0,0,85,$69.29 ,3.1,Auction,$100k-$500k,cluster5,Five
1030 Eve Drive C # C,Scott Twp Sal,PA,15216,"$125,000.00 ",,3,2,1954,1,0,1,0,1,,,4.5,Condo,$100k-$500k,cluster6,Three
1400 Smokey Wood 712 # 712,Swissvale,PA,15218,"$125,000.00 ",,2,2,1952,0,0,0,1,1,,,4.4,Condo,$100k-$500k,cluster6,Three
284 Advent St,Pittsburgh,PA,15220,"$125,000.00 ",,2,1,1908,1,0,1,1,0,109,,0.8,House,$100k-$500k,cluster4,Two
Elizabeth St,Pittsburgh,PA,15221,"$125,000.00 ","2,112",3,2,1956,1,1,1,1,1,61,$59.19 ,4.4,Auction,$100k-$500k,cluster5,Five
Poplar Ave,Pittsburgh,PA,15234,"$125,000.00 ","1,164",4,2,1938,0,0,0,0,1,79,$107.39 ,0.1,Auction,$100k-$500k,cluster5,Five
123 Mahoning Dr,Pittsburgh,PA,15235,"$125,000.00 ","1,494",3,2,2008,0,0,0,0,0,9,$83.67 ,0.7,House,$100k-$500k,cluster3,One
Blossom Rd,Pittsburgh,PA,15236,"$125,000.00 ",950,3,2,1988,0,0,0,1,0,29,$131.58 ,4.7,Auction,$100k-$500k,cluster5,Five
Waterford Ct Lot 213,Upper St. Clair,PA,15241,"$125,000.00 ",,,,1964,1,1,1,0,1,,,3.7,Lot/Land,$100k-$500k,cluster2,Four
3318 Cambria St,Munhall,PA,15120,"$124,999.00 ","1,248",2,2,1933,0,1,0,1,1,84,$100.16 ,3.6,For Sale by Owner,$100k-$500k,cluster1,Three
221 Timber Trl,Imperial,PA,15126,"$124,999.00 ",992,2,1,1946,1,1,1,0,0,71,$126.01 ,4.2,For Sale by Owner,$100k-$500k,cluster5,Five
117 Gardenia Dr,Turtle Creek,PA,15145,"$124,999.00 ","1,010",3,1,1963,1,0,0,0,1,54,$123.76 ,3.9,House,$100k-$500k,cluster2,Three
502 Church St,Carnegie,PA,15106,"$124,900.00 ",,3,2,1964,0,0,1,1,0,53,,4.6,House,$100k-$500k,cluster4,Two
130 Greenfield Ave,East Pittsburgh,PA,15112,"$124,900.00 ",,3,2,1952,1,0,1,0,0,65,,3.1,House,$100k-$500k,cluster4,Two
1114 Monongahela Blvd,White Oak,PA,15131,"$124,900.00 ",,4,2,2006,0,1,1,1,0,11,,4.7,House,$100k-$500k,cluster1,Three
408 Marshall Dr,Mckeesport,PA,15132,"$124,900.00 ",,3,2,1918,1,1,0,1,0,99,,0.3,House,$100k-$500k,cluster1,Three
2350 Monroeville Rd,Monroeville,PA,15146,"$124,900.00 ",,3,1,1958,1,1,0,0,1,59,,3.4,House,$100k-$500k,cluster2,Four
4604 Bert Dr,Monroeville,PA,15146,"$124,900.00 ",,3,2,2010,0,1,1,1,1,7,,1.7,House,$100k-$500k,cluster6,Three
401 James St,Springdale,PA,15144,"$124,900.00 ",,4,1,1959,1,0,1,1,1,58,,4.5,House,$100k-$500k,cluster6,Three
214 Churchill Rd,Turtle Creek,PA,15145,"$124,900.00 ",,3,2,1911,0,1,0,1,0,106,,3.6,House,$100k-$500k,cluster1,Four
815 Margaretta St,Turtle Creek,PA,15145,"$124,900.00 ","1,260",3,2,1932,1,1,1,1,1,85,$99.13 ,1.8,House,$100k-$500k,cluster6,Three
763 Clearview Dr,Verona,PA,15147,"$124,900.00 ",,2,2,1954,1,1,0,1,0,63,,3.5,House,$100k-$500k,cluster1,Four
6760 N Barivista Dr,Verona,PA,15147,"$124,900.00 ","2,100",3,3,2012,0,1,0,0,0,5,$59.48 ,0.6,House,$100k-$500k,cluster3,One
81 N Balph Ave,Pittsburgh,PA,15202,"$124,900.00 ",,0,,1914,1,0,1,1,0,103,,3.8,Apartment,$100k-$500k,cluster4,Two
195 Pennsylvania Ave,Pittsburgh,PA,15202,"$124,900.00 ","1,488",2,2,1933,1,1,0,0,1,84,$83.94 ,3.6,House,$100k-$500k,cluster2,Three
247 Division Ave,Pittsburgh,PA,15202,"$124,900.00 ",,3,3,1928,0,1,0,1,0,89,,4.6,House,$100k-$500k,cluster1,Three
45 Sterling St,Carson,PA,15203,"$124,900.00 ",784,2,2,1998,1,0,0,0,0,,$159.31 ,3.5,House,$100k-$500k,cluster3,One
2019 Larkins Way,Pittsburgh,PA,15203,"$124,900.00 ",,3,1,1982,1,1,1,1,0,35,,3.5,House,$100k-$500k,cluster4,Two
275 Vine St,Pittsburgh,PA,15205,"$124,900.00 ","1,467",3,2,1969,1,0,1,1,0,48,$85.14 ,3.2,House,$100k-$500k,cluster4,Two
1108 Pennsbury Blvd,Pittsburgh,PA,15205,"$124,900.00 ",992,1,2,1912,1,0,1,0,1,105,$125.91 ,4,For Sale by Owner,$100k-$500k,cluster6,Three
103 N Duane St,Pittsburgh,PA,15205,"$124,900.00 ",,3,1,1993,0,1,1,1,0,24,,1.1,House,$100k-$500k,cluster1,Three
4160 Perrysville Ave,Pittsburgh,PA,15214,"$124,900.00 ","1,788",3,2,1915,1,1,1,0,1,102,$69.85 ,3.7,House,$100k-$500k,cluster2,Three
521 Pacific Ave,Pittsburgh,PA,15221,"$124,900.00 ",,0,,2008,0,1,1,0,0,9,,3.7,Apartment,$100k-$500k,cluster3,Two
327 Barclay Ave,Pittsburgh,PA,15221,"$124,900.00 ",,3,2,1995,0,0,0,0,0,22,,3.8,House,$100k-$500k,cluster3,One
320 Fort Duquesne Blvd 11B # 11B,Downtown Pgh,PA,15222,"$124,900.00 ",,1,1,1983,1,1,1,1,0,,,4.1,Condo,$100k-$500k,cluster4,Two
90 Hickory St,Pittsburgh,PA,15223,"$124,900.00 ",,3,1,1966,0,0,1,1,1,51,,4.1,House,$100k-$500k,cluster6,Three
162 Mary Ann Dr,Pittsburgh,PA,15227,"$124,900.00 ",,3,1,1905,0,1,0,0,1,112,,5,House,$100k-$500k,cluster2,Three
1494 Evelyn Rd,Pittsburgh,PA,15227,"$124,900.00 ",875,3,1,1949,0,0,0,0,0,68,$142.74 ,3,House,$100k-$500k,cluster3,One
254 Conson Rd,Pittsburgh,PA,15227,"$124,900.00 ",,3,2,1931,0,0,1,0,0,86,,2.8,House,$100k-$500k,cluster3,One
141 Groveland St,Pittsburgh,PA,15234,"$124,900.00 ",,2,1,1920,1,1,1,1,0,97,,2.7,House,$100k-$500k,cluster4,Two
336 Crescent Gardens Dr,Pittsburgh,PA,15235,"$124,900.00 ","1,176",3,1,1973,1,0,1,1,1,44,$106.21 ,3.1,House,$100k-$500k,cluster6,Three
827 Brentview Rd,Pittsburgh,PA,15236,"$124,900.00 ",,4,2,2006,0,1,0,1,0,11,,0.2,House,$100k-$500k,cluster1,Four
133 Holiday Park Dr,Pittsburgh,PA,15239,"$124,900.00 ",925,3,2,1911,1,0,0,1,1,106,$135.03 ,3.2,For Sale by Owner,$100k-$500k,cluster6,Three
1246 Benton Ave,Pittsburgh,PA,15212,"$124,890.00 ",,4,2,1912,1,1,0,1,1,105,,4.1,House,$100k-$500k,cluster2,Four
8527 Westwood Rd,Pittsburgh,PA,15235,"$124,873.00 ","1,756",4,2,1987,0,1,1,0,1,30,$71.11 ,0.5,House,$100k-$500k,cluster2,Three
116 Hershey Dr,Mckeesport,PA,15132,"$124,500.00 ",,3,2,1978,1,0,0,1,1,39,,3.7,House,$100k-$500k,cluster6,Three
700 4Th 3 # 3,Aspinwall,PA,15215,"$124,500.00 ",,2,1,1949,1,0,1,1,1,,,3.9,Condo,$100k-$500k,cluster6,Three
5715 5715 Beacon 202 # 202,Pittsburgh,PA,15217,"$124,500.00 ",,1,2,1960,0,0,0,1,0,57,,4.2,Townhouse,$100k-$500k,cluster1,Four
5715 Beacon St Apt 202,Pittsburgh,PA,15217,"$124,500.00 ",,1,2,1908,0,0,0,0,1,109,,3.7,Condo,$100k-$500k,cluster3,One
Phillippi Ave,Bethel Park,PA,15102,"$124,000.00 ",888,2,1,1976,0,0,0,1,1,41,$139.64 ,3.7,Auction,$100k-$500k,cluster5,Five
S Park Ave,Glenshaw,PA,15116,"$124,000.00 ","1,092",3,1,1916,0,0,0,1,1,101,$113.55 ,3.4,Auction,$100k-$500k,cluster5,Five
1331 Cavitt Rd,Monroeville,PA,15146,"$124,000.00 ","1,352",4,2,1935,0,1,1,0,0,82,$91.72 ,5,Auction,$100k-$500k,cluster3,One
1238 Pennsbury Blvd,Pittsburgh,PA,15205,"$124,000.00 ",992,2,1,1924,1,0,1,0,1,93,$125.00 ,4.4,Condo,$100k-$500k,cluster6,Three
Marie Ave,Etna,PA,15223,"$124,000.00 ",925,3,1,1993,1,1,0,1,1,,$134.05 ,4.9,Auction,$100k-$500k,cluster5,Five
1026 Chelton Ave,Pittsburgh,PA,15226,"$124,000.00 ",,3,1,1902,1,0,0,0,1,115,,4.1,House,$100k-$500k,cluster2,Three
Middleboro Rd,Pittsburgh,PA,15234,"$124,000.00 ","1,195",2,2,1931,0,0,1,1,1,86,$103.77 ,3.8,Auction,$100k-$500k,cluster5,Five
556 Springdale Dr,Pittsburgh,PA,15235,"$124,000.00 ","2,244",4,2,1934,0,1,0,0,1,83,$55.26 ,3.7,Foreclosure,$100k-$500k,cluster2,Three
365 Temona Dr,Pittsburgh,PA,15236,"$124,000.00 ",,3,2,1918,1,0,0,0,0,99,,3.4,House,$100k-$500k,cluster3,One
Roberts Rd,Pittsburgh,PA,15239,"$124,000.00 ","1,840",4,2,1978,0,0,0,1,0,39,$67.39 ,3.1,Auction,$100k-$500k,cluster5,Five
1029 Peermont Ave,Pittsburgh,PA,15216,"$123,900.00 ","1,411",2,1,1918,0,1,0,0,1,99,$87.81 ,4.7,For Sale by Owner,$100k-$500k,cluster2,Four
601 Forest Ridge Dr,Pittsburgh,PA,15221,"$123,900.00 ",,3,2,1955,0,1,0,1,0,62,,3.5,Condo,$100k-$500k,cluster1,Three
124 Frazier Dr,Pittsburgh,PA,15235,"$123,900.00 ",983,2,2,1968,1,0,0,0,0,49,$126.04 ,2.8,House,$100k-$500k,cluster3,One
423 Regency Dr,Pittsburgh,PA,15239,"$123,900.00 ",,3,2,1996,0,0,1,0,1,21,,4.1,House,$100k-$500k,cluster6,Three
2360 Hollywood Dr,Pittsburgh,PA,15235,"$123,600.00 ",,3,2,1900,1,0,0,1,1,117,,3.7,House,$100k-$500k,cluster6,Four
524 Bellaire Ave,Pittsburgh,PA,15226,"$123,500.00 ",,2,1,2005,0,0,1,0,1,12,,0.5,House,$100k-$500k,cluster6,Three
Illini Dr,Monroeville,PA,15146,"$123,000.00 ","1,316",3,2,1906,1,0,1,0,0,111,$93.47 ,3.6,Auction,$100k-$500k,cluster5,Five
664 Carriage Cir,Pittsburgh,PA,15205,"$123,000.00 ",992,2,1,1982,0,0,1,1,1,35,$123.99 ,4.2,Condo,$100k-$500k,cluster6,Three
2424 Charcot St,Pittsburgh,PA,15210,"$123,000.00 ","1,819",3,1,2014,1,1,0,1,1,3,$67.62 ,0.3,House,$100k-$500k,cluster2,Four
Edmond St,Pittsburgh,PA,15224,"$123,000.00 ","1,772",2,2,1903,0,1,0,1,0,114,$69.41 ,5,Auction,$100k-$500k,cluster1,Three
Knowlson Ave,Pittsburgh,PA,15226,"$123,000.00 ","1,456",4,2,1903,1,0,0,0,1,114,$84.48 ,0.2,Auction,$100k-$500k,cluster5,Five
Cathell Rd,Pittsburgh,PA,15236,"$123,000.00 ","1,007",3,2,2009,1,0,1,1,0,8,$122.14 ,1.8,Auction,$100k-$500k,cluster4,Two
Ohiopyle Dr,Pittsburgh,PA,15239,"$123,000.00 ","1,025",3,2,1960,1,1,1,1,0,57,$120.00 ,0.1,Auction,$100k-$500k,cluster5,Five
Jackson Rd,Pittsburgh,PA,15239,"$123,000.00 ","1,540",2,2,1999,1,1,0,1,0,18,$79.87 ,4.8,Auction,$100k-$500k,cluster5,Five
159 Mardi Gras Dr,Pittsburgh,PA,15239,"$123,000.00 ","1,148",3,1,1969,0,0,0,0,0,48,$107.14 ,3.8,Auction,$100k-$500k,cluster3,One
308 Lennox Dr,Pittsburgh,PA,15235,"$122,900.00 ","2,200",3,2,1959,0,1,0,0,0,58,$55.86 ,3.5,House,$100k-$500k,cluster3,One
1160 Bower Hill Road 1114A # 1114A,Mt. Lebanon,PA,15243,"$122,900.00 ",,2,2,1989,1,1,1,1,0,,,3.2,Co-op For Sale,$100k-$500k,cluster4,Two
733 Garfield St,Springdale,PA,15144,"$122,500.00 ","1,452",3,2,1967,0,0,0,0,1,50,$84.37 ,3.3,House,$100k-$500k,cluster3,One
1088 Pennsbury Blvd,Pittsburgh,PA,15205,"$122,500.00 ",,2,1,1966,0,1,0,1,1,51,,3.7,Townhouse,$100k-$500k,cluster1,Four
211 Chestnut St,Pittsburgh,PA,15218,"$122,500.00 ",,4,2,1936,1,0,1,0,0,81,,2.1,House,$100k-$500k,cluster4,Three
709 Veronica Dr,Pittsburgh,PA,15235,"$122,500.00 ",,3,2,1951,0,0,0,0,0,66,,0.5,House,$100k-$500k,cluster3,One
1127 Mike Reed Dr,Library,PA,15129,"$122,000.00 ",,3,2,1998,0,0,0,1,1,19,,0.8,House,$100k-$500k,cluster6,Three
225 Carmella Dr,White Oak,PA,15131,"$122,000.00 ",,3,2,1982,1,0,1,0,0,35,,2.7,House,$100k-$500k,cluster4,Two
Dakota Ave,Pittsburgh,PA,15202,"$122,000.00 ","1,723",3,1,1965,1,1,1,0,0,52,$70.81 ,3.4,Auction,$100k-$500k,cluster5,Five
339 Pennsview Ct,Pittsburgh,PA,15205,"$122,000.00 ","1,000",2,1,2007,0,0,0,0,1,10,$122.00 ,4.2,For Sale by Owner,$100k-$500k,cluster3,One
Bayard Rd Apt 505,Pittsburgh,PA,15213,"$122,000.00 ",856,1,1,1913,0,1,1,1,1,104,$142.52 ,4.4,Auction,$100k-$500k,cluster5,Five
1112 Kelton Ave,Pittsburgh,PA,15216,"$122,000.00 ","1,293",3,1,1979,0,0,0,1,1,38,$94.35 ,1.2,Auction,$100k-$500k,cluster6,Three
Crosby Ave,Pittsburgh,PA,15216,"$122,000.00 ","1,260",3,2,2002,1,0,0,1,0,15,$96.83 ,3.7,Auction,$100k-$500k,cluster5,Five
Perry Hwy,Pittsburgh,PA,15229,"$122,000.00 ","1,558",3,1,1930,1,1,1,0,1,87,$78.31 ,3.6,Auction,$100k-$500k,cluster5,Five
Laurie Dr,Pittsburgh,PA,15235,"$122,000.00 ","1,641",4,3,1900,0,0,0,1,1,117,$74.34 ,3.8,Auction,$100k-$500k,cluster5,Five
714 53Rd,Lawrenceville,PA,15201,"$121,950.00 ",,2,2,1933,0,1,1,1,0,84,,3.8,House,$100k-$500k,cluster1,Four
3605 California Ave A # A,Pittsburgh,PA,15212,"$121,900.00 ",,1,1,1938,0,1,0,0,0,79,,3.4,Townhouse,$100k-$500k,cluster3,One
3605 California Ave # A,Pittsburgh,PA,15212,"$121,900.00 ",,1,1,1919,0,1,1,0,1,98,,3.6,Condo,$100k-$500k,cluster2,Four
421 Macbeth Dr,Pittsburgh,PA,15235,"$121,900.00 ",,4,2,1958,1,1,0,0,0,59,,3.2,House,$100k-$500k,cluster2,Four
2221 Thomas Dr,White Oak,PA,15131,"$121,000.00 ","1,188",3,1,1998,0,1,1,0,1,19,$101.85 ,5,Foreclosure,$100k-$500k,cluster2,Three
6Th St,Pitcairn,PA,15140,"$121,000.00 ","1,710",2,2,1931,1,1,0,0,1,86,$70.76 ,3.1,Auction,$100k-$500k,cluster5,Five
Altaview Dr,Monroeville,PA,15146,"$121,000.00 ","1,409",3,2,2009,0,1,0,1,0,8,$85.88 ,4.5,Auction,$100k-$500k,cluster1,Three
323 Rosslyn Ave,Springdale,PA,15144,"$121,000.00 ","1,533",3,2,1908,1,0,1,1,1,109,$78.93 ,3.1,Foreclosure,$100k-$500k,cluster6,Three
506 Jacks Run Rd,Pittsburgh,PA,15202,"$121,000.00 ",,2,1,1961,1,1,1,0,0,56,,4.8,House,$100k-$500k,cluster2,Four
31 Wheeler Ave,Pittsburgh,PA,15205,"$121,000.00 ","1,746",4,1,2003,0,1,1,1,1,14,$69.30 ,5,Foreclosure,$100k-$500k,cluster6,Three
Jameson Dr,Pittsburgh,PA,15226,"$121,000.00 ",936,3,2,1952,1,0,0,1,1,65,$129.27 ,3.9,Auction,$100k-$500k,cluster5,Five
797A Cooke Dr,Castle Shannon,PA,15234,"$121,000.00 ",,3,1,1908,0,1,0,0,1,,,3.9,House,$100k-$500k,cluster2,Three
Hathaway Ct,Pittsburgh,PA,15235,"$121,000.00 ","1,841",3,2,1982,0,0,1,0,1,35,$65.73 ,3.4,Auction,$100k-$500k,cluster5,Five
476-D Marche,Bethel Park,PA,15102,"$120,000.00 ",,,,1996,1,0,0,1,0,21,,4.4,Lot/Land,$100k-$500k,cluster4,Two
41 Mcmichael Rd,Carnegie,PA,15106,"$120,000.00 ",,3,1,1978,0,0,1,0,0,39,,1.3,House,$100k-$500k,cluster3,One
1217 California Ave,White Oak,PA,15131,"$120,000.00 ",,3,3,1932,1,0,0,1,1,85,,3.9,House,$100k-$500k,cluster6,Four
1133 Lincoln Way,White Oak,PA,15131,"$120,000.00 ",,0,,1992,0,1,1,0,1,25,,3.5,House,$100k-$500k,cluster2,Four
3746 Evergreen Dr,Monroeville,PA,15146,"$120,000.00 ","1,120",3,2,1987,1,0,0,1,1,30,$107.14 ,3.8,House,$100k-$500k,cluster6,Three
696 Shade Ave,Pittsburgh,PA,15202,"$120,000.00 ","1,919",3,2,1939,0,1,0,1,0,78,$62.53 ,2.2,Auction,$100k-$500k,cluster1,Three
S Euclid Ave,Pittsburgh,PA,15202,"$120,000.00 ","1,887",2,2,1918,0,0,1,0,0,99,$63.59 ,4.5,Auction,$100k-$500k,cluster5,Five
2037 Brownsville Rd,Pittsburgh,PA,15210,"$120,000.00 ",,2,2,1931,1,0,1,1,1,86,,4,House,$100k-$500k,cluster6,Three
1319 Sandusky St,Pittsburgh,PA,15212,"$120,000.00 ","1,400",,,1983,1,0,0,1,1,34,$85.71 ,4.2,For Sale by Owner,$100k-$500k,cluster6,Three
4218 Perrysville Ave,Pittsburgh,PA,15214,"$120,000.00 ","1,424",3,2,1959,1,1,0,0,1,58,$84.27 ,3.5,House,$100k-$500k,cluster2,Four
Portola St,Pittsburgh,PA,15214,"$120,000.00 ","1,620",3,2,1929,0,1,0,1,0,88,$74.07 ,1.8,Auction,$100k-$500k,cluster1,Four
2316 Columbia Ave,Pittsburgh,PA,15218,"$120,000.00 ","15,990",3,2,2014,1,1,1,0,0,3,$7.50 ,3.4,House,$100k-$500k,cluster2,Three
20 Barton Dr,Pittsburgh,PA,15221,"$120,000.00 ",,3,2,1909,0,1,0,1,0,108,,4.6,House,$100k-$500k,cluster1,Three
2949 Sussex Ave,Pittsburgh,PA,15226,"$120,000.00 ","1,365",3,1,1987,0,1,0,0,0,30,$87.91 ,4,House,$100k-$500k,cluster3,One
3004 Kestner Ave,Pittsburgh,PA,15227,"$120,000.00 ",,3,1,1924,0,0,0,1,1,93,,3.2,House,$100k-$500k,cluster6,Three
232 Sunnyland Ave,Pittsburgh,PA,15227,"$120,000.00 ","2,104",4,2,1962,0,1,0,0,1,55,$57.03 ,3.4,Apartment,$100k-$500k,cluster2,Three
Montclair Ave,Pittsburgh,PA,15229,"$120,000.00 ","1,276",3,1,2003,1,1,0,0,0,14,$94.04 ,4.6,Auction,$100k-$500k,cluster5,Five
144 Hazel Rd,Pittsburgh,PA,15235,"$120,000.00 ",,3,2,1976,0,1,1,0,0,41,,3.6,House,$100k-$500k,cluster3,One
129 Temona Dr,Pittsburgh,PA,15236,"$120,000.00 ","1,120",3,1,1919,1,1,1,0,0,98,$107.14 ,1.5,Foreclosure,$100k-$500k,cluster5,Four
4509 Peoples Rd,Pittsburgh,PA,15237,"$120,000.00 ","1,052",3,1,2011,0,0,0,1,1,6,$114.07 ,3.8,House,$100k-$500k,cluster6,Three
102 Bayberry Ln,Imperial,PA,15126,"$119,900.00 ",,2,2,1975,0,1,0,0,0,42,,3.8,House,$100k-$500k,cluster3,One
1209 Monongahela Blvd,White Oak,PA,15131,"$119,900.00 ",,0,,1907,0,1,0,1,0,110,,4.3,Apartment,$100k-$500k,cluster1,Four
209 Highland Avenue Ext,Mckeesport,PA,15132,"$119,900.00 ",,3,2,1950,1,1,1,0,0,67,,3.6,House,$100k-$500k,cluster2,Four
1811 Grandview Ave,Mckeesport,PA,15132,"$119,900.00 ",,0,,1997,1,0,1,0,1,20,,4.3,House,$100k-$500k,cluster6,Three
112 Homer Cir,Mc Kees Rocks,PA,15136,"$119,900.00 ",,3,2,2011,0,0,1,0,0,6,,3.8,House,$100k-$500k,cluster3,One
1023 Edward St,North Versailles,PA,15137,"$119,900.00 ","1,268",3,2,1955,0,1,0,1,0,62,$94.56 ,3.9,House,$100k-$500k,cluster1,Four
424 Garden City Dr,Monroeville,PA,15146,"$119,900.00 ",,2,2,1904,0,0,0,0,0,113,,3.3,House,$100k-$500k,cluster3,One
3890 Logans Ferry Rd D & E W,Monroeville,PA,15146,"$119,900.00 ",,5,2,1933,1,0,0,1,0,84,,3.4,House,$100k-$500k,cluster4,Two
737 Patton Street Ext,Monroeville,PA,15146,"$119,900.00 ",,3,2,1975,1,1,0,0,0,42,,2.1,House,$100k-$500k,cluster2,Three
565 Sunnyfield Dr,Monroeville,PA,15146,"$119,900.00 ","1,107",3,1,1949,0,1,0,1,1,68,$108.31 ,3.4,House,$100k-$500k,cluster1,Three
547 Pittsburgh St,Springdale,PA,15144,"$119,900.00 ","1,335",0,,1957,1,1,0,0,0,60,$89.81 ,4.8,Apartment,$100k-$500k,cluster2,Three
1619 Oak Avenue Ext,Turtle Creek,PA,15145,"$119,900.00 ",,4,2,1986,1,0,0,1,1,31,,4.6,House,$100k-$500k,cluster6,Three
200 Springwood Dr,Verona,PA,15147,"$119,900.00 ",,3,3,1923,1,0,1,1,0,94,,4.5,House,$100k-$500k,cluster4,Two
247 Golden Gate Dr,Verona,PA,15147,"$119,900.00 ","1,435",3,3,1987,1,0,1,0,1,30,$83.55 ,4.2,House,$100k-$500k,cluster6,Three
5205 Shirley St,Verona,PA,15147,"$119,900.00 ",,3,1,1969,0,1,0,0,1,48,,4.2,House,$100k-$500k,cluster2,Four
22 Keswick Ave,Pittsburgh,PA,15202,"$119,900.00 ",,3,1,1927,0,1,1,1,1,90,,3.6,House,$100k-$500k,cluster6,Three
74 Gibson St,Pittsburgh,PA,15202,"$119,900.00 ","1,420",3,2,2004,1,1,0,1,1,13,$84.44 ,3.7,House,$100k-$500k,cluster2,Three
663 North Ave,Bellevue,PA,15202,"$119,900.00 ",,2,1,1970,1,0,1,1,1,,,3.1,House,$100k-$500k,cluster6,Three
452 Country View Ct,Pittsburgh,PA,15205,"$119,900.00 ",,2,1,1925,1,0,1,0,1,92,,4.1,Condo,$100k-$500k,cluster6,Three
1548-50 Ridenour,Crafton Heights,PA,15205,"$119,900.00 ",,0,,1910,0,1,0,1,1,,,1.7,Apartment,$100k-$500k,cluster1,Three
568 Broadhead Ave,Pittsburgh,PA,15205,"$119,900.00 ","1,303",3,2,1911,0,1,0,1,1,106,$92.02 ,3.3,House,$100k-$500k,cluster1,Three
211 Amabell St,Pittsburgh,PA,15211,"$119,900.00 ","1,426",3,2,1981,0,0,1,1,0,36,$84.08 ,3.5,House,$100k-$500k,cluster4,Two
305 Clarence St,Pittsburgh,PA,15211,"$119,900.00 ",,2,2,1953,0,1,1,0,1,64,,4,House,$100k-$500k,cluster2,Three
1200 Benton Ave,Pittsburgh,PA,15212,"$119,900.00 ",,3,2,1913,1,0,1,1,1,104,,0.5,House,$100k-$500k,cluster6,Three
712 Armandale St,Pittsburgh,PA,15212,"$119,900.00 ",,3,1,1992,0,0,0,1,1,25,,2.4,House,$100k-$500k,cluster6,Three
1017 Chestnut St,Pittsburgh,PA,15212,"$119,900.00 ",,3,3,1901,1,0,0,1,0,116,,4.4,House,$100k-$500k,cluster4,Two
26 Jacksonia St,Pittsburgh,PA,15212,"$119,900.00 ",,2,1,2000,1,0,1,1,0,17,,3.8,House,$100k-$500k,cluster4,Two
3347 Brighton Rd,Pittsburgh,PA,15212,"$119,900.00 ",,3,3,1993,0,0,1,1,0,24,,4,House,$100k-$500k,cluster4,Two
4492 Highridge,Summer Hill,PA,15214,"$119,900.00 ",,3,1,1911,1,1,0,1,1,,,3.4,House,$100k-$500k,cluster2,Three
52 Radium St,Pittsburgh,PA,15214,"$119,900.00 ","1,444",3,2,1900,0,1,1,1,1,117,$83.03 ,4.6,House,$100k-$500k,cluster6,Three
4461 Valley View St,Pittsburgh,PA,15214,"$119,900.00 ",,3,2,1989,1,0,1,0,0,28,,3.2,House,$100k-$500k,cluster4,Two
1810 Crosby Ave,Pittsburgh,PA,15216,"$119,900.00 ",,3,1,1909,0,0,0,1,0,108,,3.8,House,$100k-$500k,cluster1,Four
65 Lilmont Dr,Pittsburgh,PA,15218,"$119,900.00 ",,3,2,1971,1,1,0,0,1,46,,3.5,House,$100k-$500k,cluster2,Four
31 Barton Dr,Pittsburgh,PA,15221,"$119,900.00 ",,3,3,1937,0,0,0,0,0,80,,4.9,House,$100k-$500k,cluster3,One
