address,city,state,zip, price , sqft ,bedrooms,bathrooms,property age,age in years,parking,heating,basement,attic,green_bldg, price_per_sqft ,seller_rating,sale_type,price_range,cluster,property_score
620 Snowball Rd,Monroeville,PA,15146," $119,500 ",,3,1,2008,9,1,0,1,0,0,,3.5,House For Sale,$100k-$500k,cluster4,2
219 Cheston St,Pittsburgh,PA,15227," $119,500 ",,4,2,1944,73,1,0,1,1,1,,4.8,House For Sale,$100k-$500k,cluster6,3.5
107 Elm St,Imperial,PA,15126," $119,400 "," 2,200 ",4,1,1904,113,1,1,1,1,0, $54.27 ,3,House For Sale,$100k-$500k,cluster4,2.3
163 Meadowbrook Dr,Bethel Park,PA,15102," $119,000 ",,2,1,1981,36,1,0,0,1,1,,4.4,House For Sale,$100k-$500k,cluster6,3
1017 Estate Dr,Coraopolis,PA,15108," $119,000 ",,,,1936,81,1,1,0,0,0,,0.5,Lot/Land For Sale,$100k-$500k,cluster2,3.8
3143 Santiago Rd,Imperial,PA,15126," $119,000 "," 1,588 ",3,2,1959,58,1,1,0,1,0, $74.94 ,4.2,House For Sale,$100k-$500k,cluster1,4.1
400 Garden City Dr,Monroeville,PA,15146," $119,000 ",,3,2,1923,94,1,1,0,1,0,,4.6,House For Sale,$100k-$500k,cluster1,4
Sweetleaf Dr,Monroeville,PA,15146," $119,000 "," 1,352 ",3,2,1928,89,1,1,0,1,1, $88.02 ,3.7,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.6
Old Haymaker Rd,Monroeville,PA,15146," $119,000 "," 1,364 ",2,1,1996,21,1,1,1,0,1, $87.24 ,3.6,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.8
4094 Greenridge Dr,Verona,PA,15147," $119,000 "," 1,248 ",3,2,1931,86,0,0,1,0,1, $95.35 ,4.8,Foreclosed,$100k-$500k,cluster6,3.7
31 Center Ave,Pittsburgh,PA,15202," $119,000 ",,1,1,1925,92,0,0,1,0,0,,1.6,House For Sale,$100k-$500k,cluster3,1.2
1471 Benton Ave,Pittsburgh,PA,15212," $119,000 "," 1,320 ",3,1.5,2005,12,1,0,1,0,1, $90.15 ,3.4,Auction,$100k-$500k,cluster6,3.8
105 Venture St,Pittsburgh,PA,15214," $119,000 ",,0,,1976,41,0,0,0,1,0,,4,Apartment For Sale,$100k-$500k,cluster1,3.5
710 Lechner Ln,Pittsburgh,PA,15227," $119,000 ", 900 ,2,2,1976,41,0,0,0,1,1, $132.22 ,4.4,House For Sale,$100k-$500k,cluster6,3.5
561 Newport Dr,Pittsburgh,PA,15235," $119,000 "," 1,245 ",2,2,1972,45,1,1,1,0,0, $95.58 ,3.4,Foreclosed,$100k-$500k,cluster5,4.6
Lennox Dr,Pittsburgh,PA,15235," $119,000 "," 2,204 ",3,2,1921,96,1,0,0,1,0, $53.99 ,4,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.9
185 Glenfield Dr,Pittsburgh,PA,15235," $119,000 ",,3,2,1911,106,1,0,0,1,0,,0.3,House For Sale,$100k-$500k,cluster4,2.5
239 Broadway Dr,Pittsburgh,PA,15236," $119,000 ",,2,1,1998,19,1,1,0,0,0,,3.8,House For Sale,$100k-$500k,cluster2,3.3
4712 Woodhill Dr,Homestead,PA,15120," $118,900 ",,3,2,1938,79,1,0,0,1,1,,3.9,House For Sale,$100k-$500k,cluster6,3.9
1154 Pennsbury Blvd,Pittsburgh,PA,15205," $118,900 ",,2,1,1934,83,1,1,1,1,1,,3.9,Condo For Sale,$100k-$500k,cluster6,4
2508 Collins Rd,Pittsburgh,PA,15235," $118,900 "," 1,308 ",2,2,1906,111,1,0,1,0,0, $90.90 ,4.7,House For Sale,$100k-$500k,cluster4,2.6
1824 Horizon Dr,White Oak,PA,15131," $118,000 ",,3,1,1992,25,0,1,0,0,1,,5,House For Sale,$100k-$500k,cluster2,3
4507 Greensprings Ave,West Mifflin,PA,15122," $118,000 ",,3,2,2004,13,0,0,1,0,0,,3.7,House For Sale,$100k-$500k,cluster3,1.5
Sunnyfield Dr,Monroeville,PA,15146," $118,000 "," 1,400 ",3,1.5,2011,6,0,0,1,1,1, $84.29 ,3.5,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.7
111 Stephens Ln,Verona,PA,15147," $118,000 "," 2,071 ",3,2,1973,44,1,1,1,1,1, $56.98 ,0.8,House For Sale,$100k-$500k,cluster6,3.6
60 Baldwick Rd,Pittsburgh,PA,15205," $118,000 "," 1,000 ",3,1,2005,12,0,0,0,0,0, $118.00 ,3.5,Auction,$100k-$500k,cluster3,1.9
2319 Saranac Ave,Pittsburgh,PA,15216," $118,000 ",,3,2,1957,60,0,0,0,0,0,,4.2,House For Sale,$100k-$500k,cluster3,1.9
1200 Illinois Ave,Pittsburgh,PA,15216," $118,000 "," 1,208 ",3,1,1941,76,1,0,0,0,0, $97.68 ,4.5,Foreclosed,$100k-$500k,cluster3,2
936 Deely St,Pittsburgh,PA,15217," $118,000 "," 1,320 ",3,1,2011,6,1,0,1,1,1, $89.39 ,4.6,House For Sale,$100k-$500k,cluster6,3.2
225 E Swissvale Ave 8 # 8,Pittsburgh,PA,15218," $118,000 ",,2,2,1913,104,1,0,1,0,0,,2.5,Townhouse For Sale,$100k-$500k,cluster4,2.6
225 Swissvale Ave # 8,Edgewood,PA,15218," $118,000 ",,2,2,1952,,1,0,0,1,1,,3.1,Condo For Sale,$100k-$500k,cluster6,3.5
1022 Penn Ave,Wilkinsburg,PA,15221," $118,000 "," 3,600 ",8,3,1917,,1,0,0,1,0, $32.78 ,5,For Sale by Owner,$100k-$500k,cluster4,2.2
321 E Garden Rd,Pittsburgh,PA,15227," $118,000 ",,3,2,1945,72,1,1,1,1,1,,0.7,House For Sale,$100k-$500k,cluster6,4
1st Ave,Pittsburgh,PA,15229," $118,000 "," 1,102 ",2,1,1956,61,1,1,0,1,1, $107.08 ,3.8,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.9
Sycamore Dr,Pittsburgh,PA,15234," $118,000 "," 1,026 ",3,1.5,1964,53,1,1,0,0,0, $115.01 ,3.5,Pre-Foreclosure (Auction),$100k-$500k,cluster5,5
908 Cimarron Dr,Pittsburgh,PA,15235," $118,000 ",,3,1,1919,98,1,0,0,0,0,,2.6,House For Sale,$100k-$500k,cluster3,1.9
1070 Jefferson Rd,Pittsburgh,PA,15235," $118,000 "," 1,434 ",3,1.5,1993,24,1,1,0,0,1, $82.29 ,3.9,Foreclosed,$100k-$500k,cluster2,3.6
1085 Broughton Rd,Pittsburgh,PA,15236," $118,000 ",,3,1,1911,106,0,1,1,0,1,,3.4,House For Sale,$100k-$500k,cluster2,3.1
312 Drexel Dr,Monroeville,PA,15146," $117,900 ",,3,2,1923,94,1,0,1,0,1,,4.1,House For Sale,$100k-$500k,cluster6,3.3
474 Thomas St,Monroeville,PA,15146," $117,900 ",,0,,1922,95,0,1,0,0,0,,3.7,Apartment For Sale,$100k-$500k,cluster3,1.2
927 Stevendale Dr,Pittsburgh,PA,15221," $117,600 "," 1,408 ",3,2,2012,5,1,0,0,0,1, $83.52 ,4.3,House For Sale,$100k-$500k,cluster2,3.8
225 Northmont Dr,Verona,PA,15147," $117,500 ",,3,2,1952,65,0,1,1,0,1,,3.2,House For Sale,$100k-$500k,cluster2,4.1
108 Jamestown C # C,Scott Twp Sal,PA,15216," $117,500 ",,2,1,1901,,0,1,1,0,0,,5,Condo For Sale,$100k-$500k,cluster3,1.2
123 Roberta Dr,Pittsburgh,PA,15221," $117,500 "," 1,388 ",4,3,1963,54,1,1,0,0,0, $84.65 ,2.1,House For Sale,$100k-$500k,cluster2,3
Superior St,Bethel Park,PA,15102," $117,000 ", 900 ,2,1.5,1983,34,1,0,1,1,1, $130.00 ,4.6,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.7
Glenbrook Ave,Coraopolis,PA,15108," $117,000 "," 1,142 ",3,1,1904,113,1,1,0,0,1, $102.45 ,3.8,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.7
Garden City Dr,Monroeville,PA,15146," $117,000 "," 1,400 ",3,1,1915,102,1,1,0,1,1, $83.57 ,1.9,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.6
352 Colfax St,Springdale,PA,15144," $117,000 "," 1,920 ",4,1,1981,36,0,0,0,1,1, $60.94 ,4.1,Auction,$100k-$500k,cluster6,3.7
Varney St,Pittsburgh,PA,15202," $117,000 "," 1,176 ",3,1.5,1979,38,0,0,1,1,1, $99.49 ,4,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.5
Portola St,Pittsburgh,PA,15214," $117,000 "," 1,703 ",3,1,1915,102,1,0,0,0,0, $68.70 ,3.8,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.5
Sycamore St,Etna,PA,15223," $117,000 "," 1,460 ",3,1,1990,,0,0,1,1,1, $80.14 ,3.9,Pre-Foreclosure (Auction),$100k-$500k,cluster5,5
2411 Collins Rd,Pittsburgh,PA,15235," $117,000 "," 1,392 ",3,2,2012,5,0,1,0,0,0, $84.05 ,4.4,House For Sale,$100k-$500k,cluster3,1.6
Ventura Dr,Pittsburgh,PA,15236," $117,000 ", 841 ,3,1,1998,19,1,0,1,1,0, $139.12 ,4.6,Pre-Foreclosure (Auction),$100k-$500k,cluster4,2.6
748 Macbeth Dr,Pittsburgh,PA,15235," $116,900 "," 1,440 ",3,3,1911,106,1,0,0,0,0, $81.18 ,3.8,House For Sale,$100k-$500k,cluster3,1.7
12 River Rd,Sewickley,PA,15143," $116,800 "," 1,320 ",2,1,1919,98,1,0,1,1,1, $88.48 ,3.2,House For Sale,$100k-$500k,cluster6,3.4
2349 Mcnary Blvd,Pittsburgh,PA,15235," $116,500 ",,3,2,1990,27,0,1,1,0,0,,3.8,House For Sale,$100k-$500k,cluster3,1.2
Greenridge Dr,Verona,PA,15147," $116,000 "," 1,632 ",3,1.5,1985,32,0,0,0,0,0, $71.08 ,3.4,Pre-Foreclosure (Auction),$100k-$500k,cluster3,1.8
Lacrosse St,Pittsburgh,PA,15218," $116,000 "," 1,400 ",3,1.5,1921,96,1,1,0,1,1, $82.86 ,4.3,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.5
1068 Steuben St,Pittsburgh,PA,15220," $116,000 "," 2,816 ",4,2,1945,72,1,1,1,1,0, $41.19 ,3.5,Foreclosed,$100k-$500k,cluster4,2
Cynthia Dr,Pittsburgh,PA,15227," $116,000 "," 1,054 ",3,1,1937,80,0,1,0,1,0, $110.06 ,0.8,Pre-Foreclosure (Auction),$100k-$500k,cluster1,4.1
1001 Columbia Ave,Pittsburgh,PA,15234," $116,000 ", 850 ,3,1.5,2002,15,0,1,1,1,0, $136.47 ,3.4,Foreclosed,$100k-$500k,cluster1,4.5
Deborah Jane Dr,Pittsburgh,PA,15239," $116,000 "," 1,134 ",3,1.5,1967,50,1,0,0,0,1, $102.29 ,4.9,Pre-Foreclosure (Auction),$100k-$500k,cluster5,5
3309 Bethel Church Rd,Bethel Park,PA,15102," $115,900 "," 1,911 ",4,3,1985,32,1,0,0,1,0, $60.65 ,4.6,House For Sale,$100k-$500k,cluster4,3
328 Shaw Ave,Springdale,PA,15144," $115,900 "," 1,197 ",3,2,1912,105,1,1,1,1,0, $96.83 ,3.3,House For Sale,$100k-$500k,cluster4,2.5
1002 Pennsbury,Pennsbury,PA,15205," $115,900 ",,2,1,2012,,1,0,1,0,0,,3.9,Condo For Sale,$100k-$500k,cluster4,2.2
1705 Georgetown Pl,Pittsburgh,PA,15235," $115,900 "," 1,548 ",2,2,2009,8,0,1,1,0,1, $74.87 ,3.2,House For Sale,$100k-$500k,cluster2,3.9
120 Pickwick Dr,Bethel Park,PA,15102," $115,000 ",,3,2,1982,35,0,0,1,1,0,,2.7,House For Sale,$100k-$500k,cluster4,3
213 Mansfield,Scott Twp Sal,PA,15106," $115,000 ",,2,1.5,2006,11,0,1,1,1,0,,4.2,House For Sale,$100k-$500k,cluster1,3.4
2204 Hemlock Dr,White Oak,PA,15131," $115,000 ",,5,3,2005,12,1,0,0,0,1,,2.7,House For Sale,$100k-$500k,cluster2,3.5
345 Pine St,Mckeesport,PA,15133," $115,000 "," 2,302 ",5,2,1953,64,1,1,0,1,0, $49.96 ,3.1,House For Sale,$100k-$500k,cluster1,4
1532 Lower Bull Run Rd,West Mifflin,PA,15122," $115,000 "," 1,662 ",3,2,1930,87,0,0,0,1,1, $69.19 ,2.6,House For Sale,$100k-$500k,cluster6,3.8
676 Forest Ave,Pittsburgh,PA,15202," $115,000 ",,3,1,1975,42,0,1,1,0,1,,4.6,House For Sale,$100k-$500k,cluster2,3.1
Summerdale St,Pittsburgh,PA,15204," $115,000 "," 1,064 ",2,1,1914,103,1,1,0,0,1, $108.08 ,4.2,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.8
900 Madison Ave,Pittsburgh,PA,15212," $115,000 ",,5,,1983,34,0,1,1,1,0,,4.7,House For Sale,$100k-$500k,cluster1,3.8
4601 5th Ave APT 628,Oakland,PA,15213," $115,000 ",,2,2,1960,,1,0,1,1,1,,3.5,House For Sale,$100k-$500k,cluster6,3.4
4030 Franklin Rd,Pittsburgh,PA,15214," $115,000 "," 2,593 ",5,2,1997,20,1,1,1,0,0, $44.35 ,4.7,House For Sale,$100k-$500k,cluster2,3
724 Linwood Dr,Pittsburgh,PA,15215," $115,000 ",,2,1,1976,41,0,0,1,1,0,,1.9,House For Sale,$100k-$500k,cluster4,2.7
76 Kittanning Pike,Pittsburgh,PA,15215," $115,000 ",,2,1,1929,88,0,1,0,0,1,,4.7,House For Sale,$100k-$500k,cluster2,3.2
1621 Oak Grove St,Pittsburgh,PA,15218," $115,000 "," 1,302 ",2,1,1972,45,0,0,0,1,0, $88.33 ,4.9,House For Sale,$100k-$500k,cluster1,3.4
1538 Brookline Blvd,Pittsburgh,PA,15226," $115,000 "," 1,152 ",3,1,1974,43,0,1,0,1,0, $99.83 ,4.3,House For Sale,$100k-$500k,cluster1,4
2321 Glenarm Ave,Pittsburgh,PA,15226," $115,000 "," 1,408 ",3,1,1942,75,0,1,0,1,1, $81.68 ,3.4,House For Sale,$100k-$500k,cluster1,4.4
116 Belplain St,Pittsburgh,PA,15227," $115,000 "," 1,843 ",3,2,2007,10,0,1,0,0,0, $62.40 ,3.9,House For Sale,$100k-$500k,cluster3,1.8
9612 Frankstown Rd,Pittsburgh,PA,15235," $115,000 ",,0,,1938,79,0,1,0,0,0,,3.2,Condo For Sale,$100k-$500k,cluster3,1.3
439 Bryant Dr,Pittsburgh,PA,15235," $115,000 ",,3,3,1903,114,1,1,1,0,1,,2.3,House For Sale,$100k-$500k,cluster2,3.3
000 Highland Rd LOT 360,Mccandless,PA,15237," $115,000 ",,,,1951,,0,1,0,0,1,,3.7,Lot/Land For Sale,$100k-$500k,cluster2,3
201 Old Leechburg Rd,Pittsburgh,PA,15239," $115,000 ",,3,1,1925,92,1,0,0,1,0,,3.2,House For Sale,$100k-$500k,cluster4,2.5
Jackson Rd,Pittsburgh,PA,15239," $115,000 ",,,,2009,8,1,1,0,0,0,,3.9,Foreclosed,$100k-$500k,cluster2,3.8
338 Moon Clinton Rd,Coraopolis,PA,15108," $114,900 ",,3,1,2005,12,1,1,1,0,1,,3.3,House For Sale,$100k-$500k,cluster2,3.9
3322 Cambria St,Munhall,PA,15120," $114,900 ",,3,2,1931,86,0,1,0,1,0,,3.1,House For Sale,$100k-$500k,cluster1,3.9
1418 Wall Ave,Pitcairn,PA,15140," $114,900 ",,5,3,1980,37,0,0,0,0,0,,2.1,House For Sale,$100k-$500k,cluster3,1.9
211 Stepp Dr,Monroeville,PA,15146," $114,900 ",,3,1,1931,86,1,0,0,0,1,,3.7,House For Sale,$100k-$500k,cluster2,3.6
445 Standard Ave,Springdale,PA,15144," $114,900 "," 1,343 ",3,2,1933,84,0,1,1,0,0, $85.55 ,3.5,House For Sale,$100k-$500k,cluster3,2
413 Center Ave,Verona,PA,15147," $114,900 ",,3,2,1995,22,0,1,1,0,0,,2.2,House For Sale,$100k-$500k,cluster3,1.9
121 Saint Rose Pl,Verona,PA,15147," $114,900 "," 1,600 ",4,2,1957,60,1,1,0,0,0, $71.81 ,4.2,House For Sale,$100k-$500k,cluster2,4
7059 Shannon Rd,Verona,PA,15147," $114,900 ",,2,2,1981,36,1,1,1,1,0,,3.8,House For Sale,$100k-$500k,cluster4,2
224 Ingram Ave,Pittsburgh,PA,15205," $114,900 ",,0,,1913,104,0,0,0,1,1,,4.1,Apartment For Sale,$100k-$500k,cluster6,3.5
2231 Fairland St,Pittsburgh,PA,15210," $114,900 "," 1,214 ",3,1,2011,6,0,0,1,1,0, $94.65 ,3.9,House For Sale,$100k-$500k,cluster4,2
2921 Leola Ave,Pittsburgh,PA,15227," $114,900 "," 1,249 ",3,2,1981,36,0,0,1,1,1, $91.99 ,1.2,House For Sale,$100k-$500k,cluster6,3.3
750 Washington Road 507 # 507,Mt. Lebanon,PA,15228," $114,900 ",,1,1,1956,,0,0,1,0,0,,3.7,Condo For Sale,$100k-$500k,cluster3,1.4
2415 Orlando Pl,Pittsburgh,PA,15235," $114,900 "," 1,232 ",3,2,1968,49,1,0,1,1,1, $93.26 ,4,House For Sale,$100k-$500k,cluster6,3.7
2843 Orlando Pl,Pittsburgh,PA,15235," $114,900 ",,3,2,1979,38,0,0,0,1,0,,0.7,House For Sale,$100k-$500k,cluster1,4.5
334 Hamilton Drive Ext,Pittsburgh,PA,15235," $114,900 ",,3,2,1905,112,1,0,1,1,1,,4.4,House For Sale,$100k-$500k,cluster6,3.8
709 Hawthorne Dr,Pittsburgh,PA,15235," $114,900 ",,3,2,1981,36,0,0,1,1,0,,3.2,House For Sale,$100k-$500k,cluster4,2.8
1160 Bower Hill 704b # 704B,Mt. Lebanon,PA,15243," $114,900 ",,2,3,1975,,1,0,0,0,0,,3.9,Co-op For Sale,$100k-$500k,cluster3,1.3
1043 Ardmore Manor Dr,Pittsburgh,PA,15221," $114,500 "," 1,488 ",4,3,1935,82,0,0,1,0,1, $76.95 ,4.2,House For Sale,$100k-$500k,cluster6,3.2
Orchard Ave,Bethel Park,PA,15102," $114,000 ", 864 ,2,1.5,1911,106,1,0,1,1,1, $131.94 ,4.6,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.6
707 Bonnie Brae Dr,Moon Township,PA,15108," $114,000 ", 975 ,2,2,2009,8,1,1,1,1,0, $116.92 ,3.5,Townhouse For Sale,$100k-$500k,cluster4,2.1
2184 Village Dr,Pittsburgh,PA,15221," $114,000 "," 2,464 ",6,2.5,1976,41,0,0,1,1,0, $46.27 ,3.3,Foreclosed,$100k-$500k,cluster4,2.4
Milan Ave,Pittsburgh,PA,15226," $114,000 "," 1,519 ",3,1.5,1957,60,1,0,1,1,0, $75.05 ,2.6,Pre-Foreclosure (Auction),$100k-$500k,cluster4,2.4
1017 Elizabeth St,Pittsburgh,PA,15221," $113,900 ",,3,3,1996,21,0,0,0,0,0,,5,House For Sale,$100k-$500k,cluster3,1.7
3752 Northern Pike,Monroeville,PA,15146," $113,500 ",,2,2,1992,25,1,1,0,1,0,,2,House For Sale,$100k-$500k,cluster1,3.6
2602 Main St,Munhall,PA,15120," $113,000 "," 2,173 ",4,3,1979,38,1,0,0,0,0, $52.00 ,3.4,Auction,$100k-$500k,cluster3,1.3
1148 Mike Reed Dr,Library,PA,15129," $113,000 ",,3,3,1982,35,1,1,0,1,0,,3.8,House For Sale,$100k-$500k,cluster1,4
Olivia St,Mc Kees Rocks,PA,15136," $113,000 "," 3,648 ",6,3,1953,64,1,1,1,0,0, $30.98 ,1,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.7
236 S Grandview Ave,Pittsburgh,PA,15205," $113,000 ",,2,2,1999,18,1,1,1,1,1,,3.1,House For Sale,$100k-$500k,cluster6,3.5
222 Clifton Ave,Pittsburgh,PA,15215," $113,000 "," 2,142 ",3,1,1935,82,1,0,0,1,0, $52.75 ,4.6,Foreclosed,$100k-$500k,cluster4,2.9
Fair Acres Ave,Pittsburgh,PA,15216," $113,000 "," 2,042 ",3,1.5,1947,70,1,0,1,0,1, $55.34 ,3.1,Pre-Foreclosure (Auction),$100k-$500k,cluster5,5
Cherokee St,Pittsburgh,PA,15219," $113,000 "," 1,612 ",3,1.5,1916,101,1,1,1,0,0, $70.10 ,3.3,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.5
313 Lawnwood Ave,Pittsburgh,PA,15227," $113,000 "," 1,162 ",3,1,1943,74,0,0,1,0,1, $97.25 ,4.1,Foreclosed,$100k-$500k,cluster6,3.9
4854 Hialeah Dr,Pittsburgh,PA,15239," $113,000 ", 972 ,3,1,1987,30,1,1,1,1,0, $116.26 ,3.5,Auction,$100k-$500k,cluster4,2.4
Roberts Rd,Pittsburgh,PA,15239," $113,000 "," 1,308 ",3,1,1982,35,1,0,0,1,1, $86.39 ,5,Pre-Foreclosure (Auction),$100k-$500k,cluster5,5
4125 New Texas Rd,Pittsburgh,PA,15239," $112,900 "," 1,704 ",2,1,1974,43,1,1,0,0,0, $66.26 ,3.2,Apartment For Sale,$100k-$500k,cluster2,3.5
1832 Horizon Dr,White Oak,PA,15131," $112,500 ",,3,2,1947,70,0,1,1,0,0,,3.3,House For Sale,$100k-$500k,cluster3,1
Hillcrest St,Bethel Park,PA,15102," $112,000 ", 950 ,2,1.5,1942,75,0,1,0,0,1, $117.89 ,3.3,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.9
651 Newton Sq,Coraopolis,PA,15108," $112,000 ",,2,2,1985,32,0,0,1,0,0,,4,House For Sale,$100k-$500k,cluster3,1.3
Agate Dr,Verona,PA,15147," $112,000 "," 1,329 ",3,1.5,1949,68,1,0,0,0,0, $84.27 ,3.5,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.7
Center Ave,Avalon,PA,15202," $112,000 "," 1,232 ",3,1.5,1919,,0,0,1,0,1, $90.91 ,0.9,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.8
904 Moyer St,Pittsburgh,PA,15204," $112,000 "," 2,008 ",4,2,1907,110,1,0,1,1,1, $55.78 ,4.1,House For Sale,$100k-$500k,cluster6,3.2
68 Wynne Ave,Pittsburgh,PA,15205," $112,000 ",,3,2,1938,79,0,0,0,1,1,,3.6,House For Sale,$100k-$500k,cluster6,3.4
1845 Clayton Ave APT 306,Pittsburgh,PA,15214," $112,000 ", 763 ,1,1,1965,52,1,1,0,1,1, $146.79 ,3.8,Condo For Sale,$100k-$500k,cluster2,4.4
Faber St,Pittsburgh,PA,15214," $112,000 ", 900 ,2,1.5,1992,25,0,0,1,1,0, $124.44 ,4.7,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.8
112 Washington Pl # 12-E,Pittsburgh,PA,15219," $112,000 ",,0,1,1994,23,1,1,1,0,1,,3.7,Condo For Sale,$100k-$500k,cluster2,3.6
2413 Romine St,Pittsburgh,PA,15226," $112,000 ", 925 ,3,1,1922,95,0,1,0,1,0, $121.08 ,4.5,Auction,$100k-$500k,cluster1,3.3
1419 Brookline Blvd,Pittsburgh,PA,15226," $112,000 ",,3,1,1975,42,0,1,0,0,0,,2.9,House For Sale,$100k-$500k,cluster3,1.7
Provost Rd,Pittsburgh,PA,15227," $112,000 "," 1,188 ",3,2,1939,78,0,0,0,0,0, $94.28 ,1.1,Pre-Foreclosure (Auction),$100k-$500k,cluster3,1.9
Mount Vernon Ave,Pittsburgh,PA,15229," $112,000 "," 1,152 ",3,1,1908,109,1,0,1,1,0, $97.22 ,3.5,Pre-Foreclosure (Auction),$100k-$500k,cluster4,2.3
Old Hickory Dr,Pittsburgh,PA,15235," $112,000 "," 1,483 ",3,1.5,1995,22,1,0,1,0,0, $75.52 ,3.2,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.5
206 Mcmasters Dr,Monroeville,PA,15146," $111,900 ",,3,1,1989,28,1,1,0,0,0,,3.2,House For Sale,$100k-$500k,cluster2,4.5
2512 Holly Dr,Pittsburgh,PA,15235," $111,900 "," 1,852 ",4,2,1948,69,1,0,1,0,1, $60.42 ,3.5,For Sale by Owner,$100k-$500k,cluster6,3.4
443 Roseanne Dr,Verona,PA,15147," $111,000 ",,3,1.5,1948,69,1,0,1,1,1,,3.9,Foreclosed,$100k-$500k,cluster6,3.5
Calistoga St,Pittsburgh,PA,15221," $111,000 "," 2,384 ",3,3,1937,80,1,1,0,1,0, $46.56 ,4,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.6
Parklyn St,Pittsburgh,PA,15234," $111,000 "," 1,344 ",2,1.5,1972,45,1,1,0,0,1, $82.59 ,3.3,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.6
White Birch Dr,Pittsburgh,PA,15235," $111,000 "," 1,364 ",2,2,1914,103,1,1,0,0,1, $81.38 ,4.6,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.8
605 Calais Drive 307 # 307,Mccandless,PA,15237," $111,000 ",,2,2,1945,,1,0,0,1,0,,5,Condo For Sale,$100k-$500k,cluster4,2.7
1 Shadow Dr,Pittsburgh,PA,15227," $110,900 ", 992 ,2,2,1902,115,1,0,1,1,1, $111.79 ,3.5,House For Sale,$100k-$500k,cluster6,3.6
55 Highland Rd APT 508,Bethel Park,PA,15102," $110,000 ",,1,1,1981,36,0,1,0,1,1,,3.1,House For Sale,$100k-$500k,cluster1,3.1
1 Mitchell Dr,Carnegie,PA,15106," $110,000 ",,0,,2004,13,0,0,0,0,1,,4.8,House For Sale,$100k-$500k,cluster3,1.5
725 5th Ave,Coraopolis,PA,15108," $110,000 ",,4,3,1962,55,1,0,0,1,1,,4.5,House For Sale,$100k-$500k,cluster6,3.8
143 Marietta Dr,White Oak,PA,15131," $110,000 "," 1,125 ",3,2,1919,98,1,0,1,1,1, $97.78 ,3.1,House For Sale,$100k-$500k,cluster6,3.1
Livingston Rd,West Mifflin,PA,15122," $110,000 "," 1,620 ",3,1,1908,109,0,1,1,1,0, $67.90 ,4.9,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.7
Illini Dr,Monroeville,PA,15146," $110,000 ", 936 ,3,1,1922,95,1,0,1,1,1, $117.52 ,3.2,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.8
2317 Monroeville Rd,Monroeville,PA,15146," $110,000 "," 1,050 ",3,1,1900,117,1,0,0,1,0, $104.76 ,3.2,House For Sale,$100k-$500k,cluster4,2.5
530 Arden Dr,Monroeville,PA,15146," $110,000 ",,,,2000,17,1,1,1,0,1,,4.6,Lot/Land For Sale,$100k-$500k,cluster2,4.4
1004 James St,Turtle Creek,PA,15145," $110,000 ",,3,1,2005,12,1,0,1,0,0,,4.2,House For Sale,$100k-$500k,cluster4,2.9
California Ave,Pittsburgh,PA,15202," $110,000 "," 1,969 ",5,2,2012,5,1,0,1,0,0, $55.87 ,3.4,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.8
1337 Berry St,Pittsburgh,PA,15204," $110,000 ",,3,1,1920,97,0,1,1,0,0,,4,House For Sale,$100k-$500k,cluster3,1.3
Berry St,Pittsburgh,PA,15204," $110,000 "," 1,178 ",3,1.5,1963,54,0,0,1,0,0, $93.38 ,4.3,Pre-Foreclosure (Auction),$100k-$500k,cluster5,5
Tweed St,Pittsburgh,PA,15204," $110,000 "," 1,680 ",4,2,1970,47,1,1,1,1,1, $65.48 ,3.5,Pre-Foreclosure (Auction),$100k-$500k,cluster5,4.6
312 Brett St,Pittsburgh,PA,15205," $110,000 "," 1,650 ",3,2,1955,62,0,0,0,1,1, $66.67 ,3.9,Foreclosed,$100k-$500k,cluster6,3.6
